team,map_name,pistol_round_win_rate,n_pistol_rounds,ct_win_rate,n_ct_rounds,t_win_rate,n_t_rounds
Lithuania,Mirage,0.75,4,0.6470588235294118,17,0.625,24
Lithuania,Nuke,0.6666666666666666,6,0.5,36,0.5882352941176471,34
Lithuania,Train,0.5,2,0.5833333333333334,12,0.8571428571428571,7
Lithuanian Wolves,Ancient,0.6666666666666666,6,0.4642857142857143,28,0.5,36
Lithuanian Wolves,Anubis,0.375,8,0.46511627906976744,43,0.4634146341463415,41
Lithuanian Wolves,Dust2,1.0,2,0.5,12,0.4166666666666667,12
Lithuanian Wolves,Inferno,1.0,4,0.55,20,0.4090909090909091,22
Lithuanian Wolves,Mirage,0.25,4,0.36363636363636365,22,0.4,20
Lithuanian Wolves,Nuke,0.25,4,0.375,24,0.5,18
Little Bocks,Ancient,0.375,8,0.4,30,0.4791666666666667,48
Little Bocks,Anubis,0.5,4,0.20833333333333334,24,0.36363636363636365,11
Little Bocks,Dust2,0.16666666666666666,6,0.2916666666666667,24,0.2903225806451613,31
Little Bocks,Inferno,0.375,8,0.2727272727272727,33,0.24324324324324326,37
Little Bocks,Mirage,0.5,4,0.3333333333333333,24,0.3333333333333333,15
Little Bocks,Nuke,0.25,8,0.4,40,0.40540540540540543,37
Little Bocks,Overpass,0.0,2,0.5,12,0.5833333333333334,12
Little Red Door,Ancient,0.3333333333333333,6,0.5,36,0.53125,32
Little Red Door,Inferno,1.0,2,0.5,12,0.3,10
Little Red Door,Mirage,0.5,2,0.5833333333333334,12,0.5,12
Little Red Door,Nuke,0.0,2,0.4166666666666667,12,0.14285714285714285,7
Living Legends,Cache,0.0,2,0.75,12,0.25,12
Lore,Ancient,0.5,2,0.16666666666666666,12,0.0,3
Lore,Anubis,0.0,2,0.75,8,0.5833333333333334,12
Lore,Dust2,0.16666666666666666,6,0.5238095238095238,21,0.6111111111111112,36
Lore,Inferno,0.3333333333333333,6,0.42857142857142855,35,0.4666666666666667,30
Lore,Mirage,0.3333333333333333,6,0.5,34,0.5,32
Lore,Vertigo,0.0,2,0.0,6,0.4166666666666667,12
Lotus fe,Ancient,0.5,24,0.3739130434782609,115,0.44715447154471544,123
Lotus fe,Anubis,0.4375,16,0.28888888888888886,90,0.5942028985507246,69
Lotus fe,Dust2,0.4,10,0.38333333333333336,60,0.5263157894736842,38
Lotus fe,Inferno,0.5,4,0.3125,16,0.3181818181818182,22
Lotus fe,Mirage,0.5416666666666666,24,0.4778761061946903,113,0.3684210526315789,133
Lotus fe,Nuke,0.5,6,0.4642857142857143,28,0.25,28
Lotus fe,Overpass,0.25,4,0.20833333333333334,24,0.5,14
Lotus fe,Train,0.0,2,0.5833333333333334,12,0.2,10
LoveSet,Ancient,0.5,2,0.75,12,0.25,12
LoveSet,Dust2,1.0,2,0.3333333333333333,12,0.6666666666666666,12
LoveSet,Mirage,0.5,2,0.36363636363636365,11,0.5,12
Lumen fe,Ancient,0.3333333333333333,6,0.5,18,0.3888888888888889,36
Lumen fe,Anubis,0.5714285714285714,14,0.532258064516129,62,0.6829268292682927,82
Lumen fe,Dust2,0.5,6,0.6666666666666666,36,0.625,24
Lumen fe,Inferno,0.5,2,0.5,12,0.5833333333333334,12
Lumen fe,Mirage,0.5833333333333334,12,0.41818181818181815,55,0.5,50
Lumen fe,Train,0.0,2,0.4166666666666667,12,0.3333333333333333,9
Lycus Empire,Ancient,0.75,4,0.8235294117647058,17,0.21428571428571427,14
Lycus Empire,Anubis,0.5,4,0.375,24,0.5652173913043478,23
Lycus Empire,Dust2,0.375,8,0.28888888888888886,45,0.5483870967741935,31
Lycus Empire,Inferno,0.5,2,0.2857142857142857,7,0.3333333333333333,12
Lycus Empire,Mirage,1.0,2,0.4166666666666667,12,0.4,10
Lycus Empire,Train,0.3333333333333333,6,0.3333333333333333,27,0.19230769230769232,26
Lynn Vision,Ancient,0.6129032258064516,62,0.5431034482758621,348,0.5179153094462541,307
Lynn Vision,Anubis,0.56,50,0.4444444444444444,234,0.625,248
Lynn Vision,Dust2,0.6181818181818182,110,0.5542635658914729,516,0.5597381342062193,611
Lynn Vision,Inferno,0.5384615384615384,52,0.5494880546075085,293,0.49145299145299143,234
Lynn Vision,Nuke,0.4482758620689655,58,0.5369774919614148,311,0.40148698884758366,269
Lynn Vision,Overpass,0.5,8,0.4358974358974359,39,0.5384615384615384,39
Lynn Vision,Train,0.5833333333333334,12,0.5614035087719298,57,0.5915492957746479,71
Lynn Vision,Vertigo,0.6,10,0.4666666666666667,60,0.5102040816326531,49
M1,Ancient,1.0,2,0.5,12,1.0,7
M1,Anubis,0.5,4,0.3181818181818182,22,0.5833333333333334,24
M1,Dust2,1.0,2,0.75,4,0.8333333333333334,12
M1,Inferno,0.25,4,0.25,24,0.42857142857142855,14
M1,Mirage,0.35714285714285715,14,0.5303030303030303,66,0.4473684210526316,76
M1,Nuke,0.5,12,0.46938775510204084,49,0.6527777777777778,72
M1,Train,0.3333333333333333,6,0.6666666666666666,36,0.36666666666666664,30
M1Z,Ancient,0.3333333333333333,6,0.4074074074074074,27,0.5,28
M1Z,Dust2,0.25,4,0.26666666666666666,15,0.375,24
M1Z,Inferno,1.0,2,0.6666666666666666,12,0.3333333333333333,12
M1Z,Mirage,0.5,6,0.3888888888888889,36,0.5714285714285714,28
M80,Ancient,0.5416666666666666,96,0.5836820083682008,478,0.54510556621881,521
M80,Anubis,0.5161290322580645,62,0.4315068493150685,292,0.6092307692307692,325
M80,Dust2,0.5,70,0.5271739130434783,368,0.5102639296187683,341
M80,Inferno,0.4444444444444444,54,0.5574324324324325,296,0.4830188679245283,265
M80,Mirage,0.5357142857142857,56,0.5981012658227848,316,0.5301204819277109,249
M80,Overpass,0.6111111111111112,36,0.6030534351145038,131,0.6018518518518519,216
M80,Train,0.5,24,0.5416666666666666,144,0.39473684210526316,114
M80,Vertigo,0.625,16,0.5060240963855421,83,0.4588235294117647,85
MAGICOS,Ancient,0.40625,32,0.35570469798657717,149,0.4148936170212766,188
MAGICOS,Anubis,1.0,2,0.3333333333333333,12,0.8181818181818182,11
MAGICOS,Dust2,0.5,18,0.3763440860215054,93,0.43023255813953487,86
MAGICOS,Inferno,0.4,20,0.3707865168539326,89,0.5,96
MAGICOS,Mirage,0.42857142857142855,14,0.39473684210526316,76,0.2909090909090909,55
MAGICOS,Nuke,0.0,2,0.08333333333333333,12,0.0,2
MAGICOS,Overpass,0.25,8,0.5869565217391305,46,0.35555555555555557,45
MAGICOS,Train,0.25,4,0.375,24,0.3125,16
MAJOR WINNERS,Mirage,0.0,2,0.0,6,0.4166666666666667,12
MANA,Ancient,0.4666666666666667,30,0.5029585798816568,169,0.49264705882352944,136
MANA,Dust2,0.4375,32,0.5120481927710844,166,0.5116279069767442,172
MANA,Inferno,0.375,8,0.375,40,0.4583333333333333,48
MANA,Mirage,0.5,22,0.5670103092783505,97,0.5426356589147286,129
MANA,Nuke,0.42857142857142855,14,0.5833333333333334,84,0.4444444444444444,72
MANA,Overpass,0.375,8,0.5833333333333334,48,0.30303030303030304,33
MANTRA,Ancient,0.6111111111111112,18,0.4148936170212766,94,0.6067415730337079,89
MANTRA,Anubis,0.4,10,0.375,48,0.5,52
MANTRA,Dust2,0.3,20,0.39325842696629215,89,0.42201834862385323,109
MANTRA,Inferno,0.45454545454545453,22,0.48360655737704916,122,0.45161290322580644,124
MANTRA,Nuke,0.5555555555555556,18,0.5365853658536586,82,0.42424242424242425,99
MANTRA,Train,0.4,10,0.5128205128205128,39,0.35,60
MANTRA,Vertigo,0.25,4,0.375,24,0.4444444444444444,18
MASONIC,Ancient,0.5625,32,0.4583333333333333,192,0.40425531914893614,141
MASONIC,Anubis,0.5,2,0.5,6,0.16666666666666666,12
MASONIC,Dust2,0.625,8,0.575,40,0.55,40
MASONIC,Inferno,0.3,10,0.45,60,0.43137254901960786,51
MASONIC,Mirage,0.0,4,0.375,24,0.15384615384615385,13
MASONIC,Nuke,0.4090909090909091,22,0.52,100,0.4,125
MASONIC,Overpass,0.4166666666666667,12,0.6271186440677966,59,0.46153846153846156,65
MASONIC,Train,0.6153846153846154,26,0.6226415094339622,106,0.42483660130718953,153
MASONIC,Vertigo,0.0,2,0.25,12,0.6363636363636364,11
MASONIC NexGen,Ancient,1.0,2,0.5,12,0.2222222222222222,9
MASONIC NexGen,Overpass,0.0,2,0.3333333333333333,3,0.08333333333333333,12
MAXXPOWER,Ancient,0.25,4,0.4166666666666667,24,0.2,15
MAXXPOWER,Dust2,0.25,4,0.42857142857142855,21,0.47058823529411764,17
MAXXPOWER,Mirage,0.3333333333333333,6,0.3103448275862069,29,0.4722222222222222,36
MAXXPOWER,Nuke,0.25,4,0.2777777777777778,18,0.13333333333333333,15
MCS,Ancient,0.6,10,0.4090909090909091,44,0.5740740740740741,54
MCS,Anubis,0.5,16,0.34831460674157305,89,0.676056338028169,71
MCS,Dust2,0.5,12,0.5217391304347826,46,0.4492753623188406,69
MCS,Inferno,0.5,8,0.3333333333333333,42,0.3333333333333333,30
MCS,Mirage,0.375,8,0.45652173913043476,46,0.43902439024390244,41
MCS,Train,0.5,2,0.75,12,0.3333333333333333,12
MCS,Vertigo,1.0,2,0.5833333333333334,12,0.3333333333333333,12
MEGA JUNERS,Anubis,0.2,10,0.3333333333333333,54,0.52,50
MEGA JUNERS,Inferno,0.625,8,0.425531914893617,47,0.6111111111111112,36
MEGA JUNERS,Mirage,0.5,8,0.29411764705882354,34,0.325,40
MEGA JUNERS,Train,0.5,2,0.5,12,0.5,12
MIBR,Ancient,0.45161290322580644,62,0.4560810810810811,296,0.5507692307692308,325
MIBR,Anubis,0.4375,48,0.41832669322709165,251,0.5465587044534413,247
MIBR,Inferno,0.5416666666666666,48,0.4375,272,0.5714285714285714,238
MIBR,Mirage,0.34,50,0.43795620437956206,274,0.39555555555555555,225
MIBR,Nuke,0.5757575757575758,66,0.553125,320,0.5057803468208093,346
MIBR,Overpass,0.6666666666666666,6,0.5833333333333334,36,0.4444444444444444,36
MIBR,Train,0.4444444444444444,18,0.5617977528089888,89,0.30337078651685395,89
MIBR,Vertigo,0.5,8,0.5833333333333334,48,0.475,40
MIBR Academy,Ancient,0.5,18,0.5833333333333334,72,0.4166666666666667,108
MIBR Academy,Anubis,0.6666666666666666,18,0.46296296296296297,108,0.5816326530612245,98
MIBR Academy,Dust2,0.42857142857142855,28,0.45652173913043476,138,0.46511627906976744,129
MIBR Academy,Inferno,0.0,2,0.16666666666666666,12,0.0,3
MIBR Academy,Mirage,0.4375,16,0.41379310344827586,87,0.3717948717948718,78
MIBR Academy,Nuke,0.4230769230769231,26,0.6041666666666666,144,0.4461538461538462,130
MIBR Academy,Overpass,0.5,2,0.8333333333333334,12,0.16666666666666666,12
MIBR Academy,Train,0.5833333333333334,12,0.5517241379310345,58,0.4745762711864407,59
MIBR fe,Ancient,0.6923076923076923,26,0.5196850393700787,127,0.6097560975609756,123
MIBR fe,Anubis,0.6666666666666666,12,0.6551724137931034,58,0.5178571428571429,56
MIBR fe,Dust2,0.25,12,0.5081967213114754,61,0.4827586206896552,58
MIBR fe,Inferno,0.35714285714285715,14,0.36486486486486486,74,0.6307692307692307,65
MIBR fe,Mirage,0.625,8,0.675,40,0.5142857142857142,35
MIBR fe,Nuke,0.375,8,0.5,44,0.37777777777777777,45
MIBR fe,Vertigo,0.5,2,0.2,5,0.25,12
MIGHT,Ancient,0.36666666666666664,30,0.38461538461538464,156,0.4697986577181208,149
MIGHT,Anubis,0.6,30,0.43870967741935485,155,0.6139240506329114,158
MIGHT,Dust2,0.3333333333333333,18,0.3368421052631579,95,0.4024390243902439,82
MIGHT,Inferno,0.6,10,0.5423728813559322,59,0.38095238095238093,42
MIGHT,Mirage,0.55,40,0.4868421052631579,228,0.470873786407767,206
MIGHT,Nuke,0.6176470588235294,34,0.6103896103896104,154,0.5108695652173914,184
MIGHT,Train,0.5555555555555556,18,0.45569620253164556,79,0.46464646464646464,99
MINLATE,Ancient,0.5,4,0.43478260869565216,23,0.2777777777777778,18
MINLATE,Dust2,0.5833333333333334,12,0.4714285714285714,70,0.37254901960784315,51
MINLATE,Inferno,0.5,2,0.08333333333333333,12,0.7777777777777778,9
MINLATE,Mirage,0.4,10,0.5178571428571429,56,0.3,50
MINLATE,Nuke,0.6,10,0.46,50,0.5166666666666667,60
MINLATE,Overpass,1.0,4,0.5217391304347826,23,0.5,22
MMM,Dust2,0.5,2,0.2857142857142857,7,0.3333333333333333,12
MMM,Mirage,1.0,2,0.4166666666666667,12,0.4,10
MOLO,Ancient,0.5714285714285714,14,0.5555555555555556,72,0.4166666666666667,84
MOLO,Anubis,0.25,4,0.23529411764705882,17,0.5652173913043478,23
MOLO,Dust2,0.5,2,0.3333333333333333,12,0.0,5
MOLO,Inferno,0.75,4,0.5789473684210527,19,0.7142857142857143,21
MOLO,Mirage,0.75,4,0.375,24,0.47058823529411764,17
MOLO,Nuke,0.5,6,0.29411764705882354,34,0.6071428571428571,28
MOLO,Vertigo,0.25,4,0.625,24,0.4090909090909091,22
MONEY CREW,Ancient,0.25,4,0.5714285714285714,21,0.5416666666666666,24
MONEY CREW,Inferno,0.0,2,0.4166666666666667,12,0.0,6
MONEY CREW,Mirage,0.5,2,0.5833333333333334,12,0.5,12
MONEY CREW,Overpass,0.5,2,0.5833333333333334,12,0.2,10
MOUZ,Ancient,0.5862068965517241,58,0.4955223880597015,335,0.49333333333333335,300
MOUZ,Dust2,0.5185185185185185,54,0.46296296296296297,324,0.5186721991701245,241
MOUZ,Inferno,0.627906976744186,86,0.5378151260504201,476,0.5407925407925408,429
MOUZ,Mirage,0.5377358490566038,106,0.5903614457831325,498,0.4794069192751236,607
MOUZ,Nuke,0.5666666666666667,90,0.5816554809843401,447,0.4819277108433735,498
MOUZ,Overpass,0.4,10,0.47058823529411764,51,0.46,50
MOUZ,Train,0.6666666666666666,24,0.5905511811023622,127,0.5396825396825397,126
MOUZ,Vertigo,0.42857142857142855,14,0.5476190476190477,84,0.36923076923076925,65
MOUZ NXT,Ancient,0.5454545454545454,22,0.45689655172413796,116,0.49523809523809526,105
MOUZ NXT,Anubis,0.4,10,0.3170731707317073,41,0.6166666666666667,60
MOUZ NXT,Dust2,0.5714285714285714,14,0.47761194029850745,67,0.5421686746987951,83
MOUZ NXT,Inferno,0.375,8,0.375,48,0.45454545454545453,33
MOUZ NXT,Mirage,0.5,10,0.44,50,0.43333333333333335,60
MOUZ NXT,Nuke,0.5,20,0.4479166666666667,96,0.46956521739130436,115
MOUZ NXT,Overpass,0.5,2,0.25,12,0.3333333333333333,6
MOUZ NXT,Train,0.25,4,0.375,24,0.5,12
MOUZ NXT,Vertigo,0.5,10,0.4727272727272727,55,0.5666666666666667,60
MYSKILL,Ancient,0.0,2,0.3333333333333333,12,0.6666666666666666,12
MYSKILL,Dust2,0.0,2,0.6666666666666666,12,0.45454545454545453,11
MYSKILL,Mirage,0.5,2,0.6666666666666666,12,0.3333333333333333,12
Maestro,Anubis,1.0,2,0.4166666666666667,12,0.4,10
Maestro,Inferno,0.0,2,0.25,12,0.0,4
Maestro,Mirage,0.0,2,0.5,12,0.5,12
Maestro,Nuke,0.5,2,0.5833333333333334,12,0.5,12
Maestro,Train,0.25,4,0.3157894736842105,19,0.2777777777777778,18
Magic Cape,Ancient,0.0,2,0.2857142857142857,7,0.3333333333333333,12
Magic Cape,Mirage,0.5,4,0.375,24,0.47619047619047616,21
Magic Cape,Nuke,0.5,2,0.8333333333333334,12,0.16666666666666666,12
Make Your Mind,Anubis,0.0,2,0.6666666666666666,12,0.5555555555555556,9
Make Your Mind,Dust2,0.0,4,0.47058823529411764,17,0.375,24
Make Your Mind,Inferno,0.3333333333333333,6,0.2857142857142857,28,0.64,25
Make Your Mind,Mirage,0.5,2,0.6666666666666666,6,0.75,12
Make Your Mind,Nuke,0.5,4,0.4583333333333333,24,0.6818181818181818,22
MakersMeetYou,Ancient,0.5,2,0.3333333333333333,12,0.0,5
MakersMeetYou,Mirage,0.0,4,0.16666666666666666,12,0.3333333333333333,24
MakersMeetYou,Nuke,0.0,2,0.5833333333333334,12,0.1111111111111111,9
Mamba mentality,Inferno,0.5,2,0.6666666666666666,12,0.3333333333333333,12
Mamba mentality,Overpass,0.5,2,0.5,12,0.5,12
Mamba mentality,Train,0.0,2,0.9,10,0.3333333333333333,12
Marca Registrada,Ancient,0.35714285714285715,28,0.5354330708661418,127,0.4125874125874126,143
Marca Registrada,Anubis,0.55,20,0.45535714285714285,112,0.5377358490566038,106
Marca Registrada,Dust2,0.6666666666666666,24,0.46956521739130436,115,0.4230769230769231,130
Marca Registrada,Inferno,0.14285714285714285,14,0.2682926829268293,82,0.29545454545454547,44
Marca Registrada,Mirage,0.5833333333333334,24,0.46774193548387094,124,0.4918032786885246,122
Marca Registrada,Nuke,0.5,4,0.625,24,0.5882352941176471,17
Marca Registrada,Overpass,0.0,2,0.25,12,0.2,5
Marca Registrada,Train,0.7,10,0.5689655172413793,58,0.6410256410256411,39
Marca Registrada,Vertigo,0.5,4,0.2916666666666667,24,0.18181818181818182,11
Marius,Ancient,0.16666666666666666,12,0.4426229508196721,61,0.3793103448275862,58
Marius,Anubis,0.6,10,0.5238095238095238,42,0.7407407407407407,54
Marius,Dust2,0.35714285714285715,14,0.36904761904761907,84,0.41818181818181815,55
Marius,Inferno,0.25,8,0.425531914893617,47,0.4166666666666667,36
Marius,Mirage,0.4090909090909091,22,0.4105263157894737,95,0.44696969696969696,132
Marius,Nuke,0.75,4,0.2916666666666667,24,0.4375,16
Marius,Train,0.0,2,0.0,3,0.16666666666666666,12
Marsborne,Ancient,0.5208333333333334,96,0.5402298850574713,522,0.47489539748953974,478
Marsborne,Anubis,0.4444444444444444,36,0.4293193717277487,191,0.5901639344262295,183
Marsborne,Dust2,0.5,68,0.5234375,384,0.4670846394984326,319
Marsborne,Inferno,0.5921052631578947,76,0.556786703601108,361,0.5354523227383863,409
Marsborne,Mirage,0.5,6,0.6666666666666666,36,0.4411764705882353,34
Marsborne,Nuke,0.5806451612903226,62,0.6302250803858521,311,0.47774480712166173,337
Marsborne,Overpass,0.5,10,0.41818181818181815,55,0.5,50
Marsborne,Train,0.6111111111111112,72,0.6141304347826086,368,0.4634760705289673,397
Martians,Anubis,0.5,2,0.3333333333333333,12,0.375,8
Martians,Dust2,0.5,4,0.3888888888888889,18,0.4166666666666667,24
Martians,Mirage,0.25,4,0.2916666666666667,24,0.6363636363636364,11
Max,Dust2,0.5,2,0.5,12,0.36363636363636365,11
Max,Inferno,0.5,2,0.8333333333333334,12,0.75,4
Max,Train,0.5,2,0.3,10,0.5,12
Maximum Ego,Ancient,0.5,2,1.0,3,0.8333333333333334,12
Maximum Ego,Anubis,0.75,4,0.5416666666666666,24,0.5,18
Maximum Ego,Dust2,1.0,2,0.16666666666666666,12,0.4,5
Maximum Ego,Inferno,0.75,4,0.20833333333333334,24,0.6111111111111112,18
Maximum Ego,Nuke,0.0,2,0.5,12,0.5,12
Maximum Ego,Vertigo,0.0,2,0.0,3,0.16666666666666666,12
Mercenaires,Ancient,0.625,8,0.5,46,0.48936170212765956,47
Mercenaires,Anubis,0.5,8,0.375,48,0.5714285714285714,42
Mercenaires,Dust2,0.375,8,0.5333333333333333,45,0.3448275862068966,29
Mercenaires,Inferno,0.16666666666666666,6,0.43333333333333335,30,0.5277777777777778,36
Mercenaires,Nuke,0.5,2,0.4166666666666667,12,0.45454545454545453,11
Messitas,Ancient,0.5,10,0.3220338983050847,59,0.47619047619047616,42
Messitas,Anubis,0.3,10,0.24,50,0.20588235294117646,34
Messitas,Dust2,0.5625,16,0.5128205128205128,78,0.42045454545454547,88
Messitas,Mirage,0.8333333333333334,6,0.5,36,0.3888888888888889,18
Messitas,Nuke,0.0,2,0.16666666666666666,12,0.5,6
Meteor,Anubis,0.5,4,0.3181818181818182,22,0.8260869565217391,23
Meteor,Dust2,0.25,4,0.5,24,0.4583333333333333,24
Meteor,Inferno,0.0,2,0.3333333333333333,12,0.0,5
Meteor,Nuke,0.0,2,0.25,12,0.2,5
Metizport,Ancient,0.4864864864864865,74,0.5202863961813843,419,0.5277777777777778,360
Metizport,Anubis,0.5333333333333333,30,0.43452380952380953,168,0.6506849315068494,146
Metizport,Dust2,0.5294117647058824,34,0.43010752688172044,186,0.46153846153846156,182
Metizport,Inferno,0.5526315789473685,38,0.44285714285714284,210,0.565,200
Metizport,Mirage,0.5595238095238095,84,0.565,400,0.5010940919037199,457
Metizport,Nuke,0.5689655172413793,58,0.5606060606060606,330,0.458955223880597,268
Metizport,Overpass,0.5714285714285714,28,0.5478260869565217,115,0.49700598802395207,167
Metizport,Vertigo,0.6428571428571429,14,0.59375,64,0.676056338028169,71
Metizport X,Ancient,0.5,2,0.16666666666666666,12,0.7272727272727273,11
Metizport X,Anubis,0.75,4,0.5238095238095238,21,0.6521739130434783,23
Metizport X,Inferno,1.0,4,0.5625,16,0.6666666666666666,24
Metizport X,Train,0.5,2,0.3333333333333333,9,0.4166666666666667,12
Metizport X,Vertigo,0.5,2,0.8333333333333334,6,0.6666666666666666,12
Mindfreak,Ancient,0.55,20,0.51,100,0.4528301886792453,106
Mindfreak,Anubis,0.4772727272727273,44,0.5,240,0.5324074074074074,216
Mindfreak,Dust2,0.484375,64,0.5185185185185185,324,0.46932515337423314,326
Mindfreak,Inferno,0.42857142857142855,28,0.5064935064935064,154,0.45925925925925926,135
Mindfreak,Mirage,0.5208333333333334,48,0.5454545454545454,253,0.4826086956521739,230
Mindfreak,Nuke,0.5512820512820513,78,0.4949238578680203,394,0.4918793503480278,431
Mindfreak,Overpass,0.0,4,0.5416666666666666,24,0.1875,16
Mindfreak,Train,0.4444444444444444,18,0.46236559139784944,93,0.46511627906976744,86
Mindgamer,Inferno,0.0,2,0.16666666666666666,12,0.0,3
Mindgamer,Overpass,0.0,2,0.0,3,0.16666666666666666,12
Minsk House,Ancient,0.0,2,0.36363636363636365,11,0.5,12
Minsk House,Anubis,0.16666666666666666,6,0.5,34,0.5428571428571428,35
Minsk House,Dust2,0.5,2,0.5833333333333334,12,0.4166666666666667,12
Minsk House,Inferno,0.5,2,0.6666666666666666,12,0.3333333333333333,12
Minsk House,Overpass,0.5,2,0.7272727272727273,11,0.4166666666666667,12
Minsk House,Train,1.0,2,0.8333333333333334,12,1.0,3
Miracle Play,Anubis,0.5,2,0.3333333333333333,12,0.5,10
Miracle Play,Inferno,0.0,2,0.0,3,0.16666666666666666,12
Miracle Play,Nuke,1.0,2,0.3333333333333333,12,0.4444444444444444,9
Mission Possible,Ancient,0.5,2,0.16666666666666666,12,0.5,6
Mission Possible,Anubis,0.25,4,0.4583333333333333,24,0.45,20
Mission Possible,Dust2,0.75,4,0.23809523809523808,21,0.5,20
Mission Possible,Inferno,0.5,2,0.36363636363636365,11,0.5,12
Mission Possible,Mirage,0.5,2,0.5833333333333334,12,0.6,10
Monarch Realm,Ancient,0.75,8,0.5208333333333334,48,0.40540540540540543,37
Monarch Realm,Anubis,0.0,2,0.3333333333333333,12,0.2857142857142857,7
Monarch Realm,Mirage,0.5,2,0.5833333333333334,12,0.5,12
Monarch Realm,Nuke,0.0,2,0.16666666666666666,12,0.25,4
Monarch Realm,Overpass,0.25,4,0.5416666666666666,24,0.5,24
Money Crew,Dust2,0.5,2,0.75,8,0.08333333333333333,12
Money Crew,Inferno,0.75,4,0.4583333333333333,24,0.5,16
Money Crew,Mirage,0.6666666666666666,6,0.3548387096774194,31,0.5,36
Money Crew,Nuke,0.5,2,0.5,12,0.5,12
Moneyball,Ancient,1.0,2,0.6666666666666666,6,0.75,12
Moneyball,Dust2,0.5,2,0.3333333333333333,12,0.5454545454545454,11
Moneyball,Inferno,0.0,2,0.2,5,0.25,12
Moneyball,Mirage,0.5,2,0.7272727272727273,11,0.4166666666666667,12
Moneyball,Nuke,0.5,2,0.9166666666666666,12,0.4,5
Monte,Ancient,0.4887640449438202,178,0.5201207243460765,994,0.5119047619047619,840
Monte,Anubis,0.5365853658536586,82,0.43526785714285715,448,0.5522727272727272,440
Monte,Dust2,0.5175438596491229,114,0.47335423197492166,638,0.5340699815837937,543
Monte,Inferno,0.5,8,0.6190476190476191,42,0.5384615384615384,39
Monte,Mirage,0.5602409638554217,166,0.48705882352941177,850,0.5171597633136095,845
Monte,Nuke,0.515625,192,0.5708460754332314,981,0.5128712871287129,1010
Monte,Overpass,0.35714285714285715,14,0.6071428571428571,84,0.546875,64
Monte,Train,0.5116279069767442,86,0.582392776523702,443,0.45905172413793105,464
Monte,Vertigo,0.4230769230769231,26,0.4485294117647059,136,0.5289855072463768,138
Monte Gen,Ancient,0.7,40,0.5663265306122449,196,0.573394495412844,218
Monte Gen,Anubis,0.5,22,0.4948453608247423,97,0.6590909090909091,132
Monte Gen,Dust2,0.5714285714285714,14,0.5138888888888888,72,0.4788732394366197,71
Monte Gen,Inferno,1.0,4,0.4,15,0.6666666666666666,18
Monte Gen,Mirage,0.4090909090909091,22,0.5645161290322581,124,0.44537815126050423,119
Monte Gen,Nuke,0.6071428571428571,28,0.5668789808917197,157,0.5064102564102564,156
Monte Gen,Vertigo,0.6,20,0.44660194174757284,103,0.5666666666666667,120
Mousquetaires,Ancient,0.6153846153846154,26,0.5172413793103449,145,0.460431654676259,139
Mousquetaires,Anubis,0.5,8,0.4418604651162791,43,0.5,46
Mousquetaires,Dust2,0.42857142857142855,14,0.5,70,0.4634146341463415,82
Mousquetaires,Inferno,0.3125,16,0.49295774647887325,71,0.4044943820224719,89
Mousquetaires,Mirage,1.0,2,0.5,12,0.4166666666666667,12
Mousquetaires,Nuke,0.45454545454545453,22,0.4752475247524752,101,0.48717948717948717,117
Mousquetaires,Overpass,0.4166666666666667,12,0.5230769230769231,65,0.39622641509433965,53
Mousquetaires,Train,0.375,16,0.5543478260869565,92,0.36363636363636365,77
Mythic,Ancient,0.5,22,0.47619047619047616,126,0.5340909090909091,88
Mythic,Anubis,0.46875,32,0.41379310344827586,174,0.5159235668789809,157
Mythic,Dust2,0.4090909090909091,22,0.5473684210526316,95,0.5357142857142857,112
Mythic,Inferno,0.25,4,0.1875,16,0.1875,16
Mythic,Mirage,0.5294117647058824,34,0.43315508021390375,187,0.45714285714285713,175
Mythic,Nuke,0.4423076923076923,52,0.5524193548387096,248,0.4869281045751634,306
Mythic,Overpass,0.0,4,0.2916666666666667,24,0.18181818181818182,11
Mythic,Train,0.625,16,0.4583333333333333,72,0.5277777777777778,72
Mythic,Vertigo,0.6666666666666666,6,0.3611111111111111,36,0.5416666666666666,24
Myztro,Ancient,0.5,2,0.6666666666666666,12,0.3333333333333333,12
Myztro,Anubis,0.5,2,0.16666666666666666,12,0.75,12
Myztro,Mirage,0.5,2,0.4166666666666667,12,0.3333333333333333,9
NAOCOPULAS,Ancient,0.25,4,0.3333333333333333,18,0.4583333333333333,24
NAOCOPULAS,Inferno,0.75,4,0.4166666666666667,24,0.42857142857142855,14
NAVI Javelins,Ancient,0.6666666666666666,6,0.7142857142857143,35,0.44,25
NAVI Javelins,Anubis,0.4,10,0.38596491228070173,57,0.64,50
NAVI Javelins,Dust2,0.9166666666666666,12,0.5671641791044776,67,0.6153846153846154,52
NAVI Javelins,Inferno,0.4583333333333333,24,0.48695652173913045,115,0.7007299270072993,137
NAVI Javelins,Mirage,0.75,4,0.5,24,0.631578947368421,19
NAVI Javelins,Nuke,0.25,4,0.5833333333333334,24,0.4117647058823529,17
NAVI Junior,Ancient,0.5333333333333333,180,0.5608342989571263,863,0.5744047619047619,1008
NAVI Junior,Anubis,0.5357142857142857,84,0.4672489082969432,458,0.636986301369863,438
NAVI Junior,Dust2,0.618421052631579,76,0.5797872340425532,376,0.5591133004926109,406
